"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
1,2019-07-11 13:03:41,"ESALQ","ESA","142663","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","356",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142663","auto"
2,2019-07-11 13:03:41,"ESALQ","ESA","142665","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","409",NA,2016,"12","12",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142665","auto"
3,2019-07-11 13:03:41,"ESALQ","ESA","142667","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","446",NA,2016,"12","13",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142667","auto"
4,2019-07-11 13:03:41,"ESALQ","ESA","142657","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2018,"02",NA,NA,"Valdemarin, K.S.","398",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142657","auto"
5,2019-07-11 13:03:41,"ESALQ","ESA","142673","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","316",NA,2016,"12","10",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142673","auto"
6,2019-07-11 13:03:41,"ESALQ","ESA","142662","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","740",NA,2017,"01","22",NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,-40.0978012084961,-19.1968994140625,33715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142662","auto"
7,2019-07-11 13:03:41,"ESALQ","ESA","142661","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"07",NA,NA,"Valdemarin, K.S.","748",NA,2017,"01","22",NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,-40.0978012084961,-19.1968994140625,33715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142661","auto"
8,2019-07-11 13:03:41,"ESALQ","ESA","142656","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2018,"02",NA,NA,"Valdemarin, K.S.","361",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142656","auto"
9,2019-07-11 13:03:41,"ESALQ","ESA","142669","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","375",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142669","auto"
10,2019-07-11 13:03:41,"ESALQ","ESA","142670","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","355",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142670","auto"
11,2019-07-11 13:03:41,"ESALQ","ESA","142668","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","374",NA,2016,"12","11",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142668","auto"
12,2019-07-11 13:03:41,"ESALQ","ESA","142664","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","410",NA,2016,"12","12",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142664","auto"
13,2019-07-11 13:03:41,"ESALQ","ESA","142671","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","982",NA,2017,"01","31",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142671","auto"
14,2019-07-11 13:03:41,"ESALQ","ESA","142658","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2018,"02",NA,NA,"Valdemarin, K.S.","340",NA,2016,"12","10",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142658","auto"
15,2019-07-11 13:03:41,"ESALQ","ESA","142672","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","426",NA,2016,"12","12",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142672","auto"
16,2019-07-11 13:03:41,"ESALQ","ESA","142660","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","921",NA,2017,"01","29",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142660","auto"
17,2019-07-11 13:03:41,"ESALQ","ESA","142659","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","1013",NA,2017,"02","02",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142659","auto"
18,2019-07-11 11:55:13,"ESALQ","ESA","98188","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"Sobral, M.",2005,NA,NA,NA,"Hatschbach, G.","68617",NA,1998,"10","17",NA,NA,NA,"Brasil","Bahia","Uma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA098188",NA
19,2019-07-11 13:03:41,"ESALQ","ESA","142666","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Valdemarin, K.S.",2017,"02",NA,NA,"Valdemarin, K.S.","444",NA,2016,"12","13",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA142666","auto"
20,2019-07-29 19:08:15,"MN","R","64269","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","Benth.",NA,NA,NA,NA,NA,"Neves Armond, A.F.","21",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Carmo",NA,-42.6086006164551,-21.9335994720459,21959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
21,2019-08-30 22:32:44,"UFJF","CESJ","28191","S","Plantae","Angiosperma",NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.","H.F. Leitão Filho",1968,"03","27",NA,"H. M. de Souza","CESJ28191",NA,1968,"03","22",NA,NA,"América do Sul","Brasil","São Paulo","Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRepadeira, flores amarelas, floresce em março. Nativa da Serra do Mar.","CESJ028191",NA
22,2019-07-24 18:27:51,"ASU","ASU-PLANTS","34626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M. Sobral, 2005",NA,NA,NA,NA,"G. Hatschbach; J. M. Silva, L. A. Ferreira","68617",NA,1998,"10","17",NA,NA,NA,"Brazil","Bahia","Una","Reserva Biologica de Una",-39.063521,-15.174005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"263170",NA,NA,"Arvore, 8m, flor alva. Restinga arborea.",NA,NA
23,2019-06-27 19:00:06,"UFES","SAMES","7619","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Saporetti,A.M.J.","65",NA,2017,"04","25",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Propriedade do Sr. Carlos.",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMES07619","auto"
24,2019-06-27 19:00:06,"UFES","SAMES","7642","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Saporetti,A.M.J.","64",NA,2017,"04","25",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Propriedade do Sr. Carlos.",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMES07642","auto"
25,2019-03-11 14:44:27,"UFRPE","PEUFR","49051","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2005,"10","11",NA,"GELMacedo","559",NA,2004,"03","04",NA,NA,NA,"Brasil","Bahia","Jequié fazenda brejo novo","A 10,5 km da Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacarú",-40.109417,-13.944722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore de folhas opostas, membranáceas, frutos brancos com cálice persistente vináceo.","PEUFR049051",NA
26,2014-10-14 18:56:58,"BS","M","M-0171074","S","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"ISOTYPE","Martius, C.F.P. von",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0171074",NA
27,2014-10-14 18:56:58,"BS","M","M-0171075","S","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"ISOTYPE","Martius, C.F.P. von",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0171075",NA
28,2019-07-17 17:35:32,"UFRRJ","RBR","39473","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.C. Souza",2017,"03","30",NA,"T. F. Schulte","349",NA,2016,"03","14",NA,NA,NA,"Brasil","Bahia","Itanagra",NA,-38.041667,-12.263056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00039473",NA
29,2019-07-17 17:35:32,"UFRRJ","RBR","39467","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.C. Souza",2017,"03","30",NA,"T. F. Schulte","288",NA,2016,"03","08",NA,NA,NA,"Brasil","Bahia","Mata de São João",NA,-38.299167,-12.530278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00039467",NA
30,2019-07-17 17:38:05,"UFRRJ","RBR","18576","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,"Sucre, D; et al.","10602",NA,1974,"01","06",NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis","Vale das Videiras, Araras, entre 950-1200.",-43.1786003112793,-22.5049991607666,36524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00018576","auto"
31,2019-07-11 14:16:34,"MBM","MBM","115826","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","Sobral, M",NA,NA,NA,NA,"Sobral, M","5572",NA,1987,"03",NA,NA,NA,"Southern America","Brazil","Bahia","Ilhéus","Rod. BA-262 - Castelo Novo",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM115826","auto"
32,2019-07-11 14:16:34,"MBM","MBM","251940","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","Kawasaki, ML",NA,NA,NA,NA,"Lombardi, JA","3640",NA,2000,"03","24",NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",-42.1391983032227,-19.7896995544434,49886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM251940","auto"
33,2019-07-11 14:16:34,"MBM","MBM","229037","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","Sobral, M",NA,NA,NA,NA,"Hatschbach, G","68617",NA,1998,"10","17",NA,NA,"Southern America","Brazil","Bahia","Una","Reserva Biológica de Una",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM229037","auto"
34,2019-05-24 20:26:02,"UFMG","BHCB","112654","S","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Amorim, AMA; Sierra, MAJ; Castro, R; Sant'Ana, SC de","4470",NA,2004,"12","10",NA,NA,"Southern America","Brasil","Bahia","Jussarí","RPPN Serra do Teimoso., entrada 7,5 km da Rod. Jussari/palmira. Teimoso, 1,7 km da estrada.",-39.531111,-15.154444,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore ca. 8m de altura. Botões alvos.","BHCB030984",NA
35,2017-03-31 17:59:39,"UFMG","BHCB","51150","S","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2017-03-31 17:59:39,"UFMG","BHCB","75845","S","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,2002,NA,NA,NA,"Thomas, WW; Carvalho, AM; Amorim, A","11035",NA,1995,"11","18",NA,NA,"Southern America","Brasil","Bahia","Una","Rodovia para Canavieras, 5km ao sul de Una na rodovia para Canavieras, 0,8km a sudoeste da rodovia. Mata restinga e pântano adjacente, restinga aberta.",-39.055,-15.332778,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore de pequeno porte, 4m, na floresta; deixa subcoreáceas, verde brilhante acima, amarelo-esverdeado abaixo; flores velhas (cálice e receptáculo) verde-pálido.","BHCB010505",NA
37,2017-03-31 17:59:39,"UFMG","BHCB","91334","S","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,2003,NA,NA,NA,"Carvalho, AM; Silva, MM da; Costa, JL; Queiroz, EP de; Stradmann, MTS; Santos, IS","6686",NA,1998,"12","20",NA,NA,"Southern America","Brasil","Bahia","Jussari","Rodovia Jussari - Palmira, Entrada ca. 7,5km percorrendo mais 1,7km até a sede da Fazenda Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.",-39.583333,-15.166667,NA,NA,30,450,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto ca. 2,5m de alt. Folhas cartáceas, discolores, face adaxial lustrosa. Frutos de coloração amarelo-avermelhados.","BHCB010504",NA
38,2017-03-31 17:51:05,"UFMG","BHCB","37062","S","Plantae","Dicotyledon",NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Vale do Rio Peruaçu.",-44.3616981506348,-15.4881000518799,148972,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
39,2019-07-03 17:58:20,"UNESP-RC","HRCB","19462","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.","Queiroz, R.T.",2009,"03","20",NA,"Tamashiro, J.Y.","760",NA,1995,"04","10",NA,NA,NA,"Brasil","São Paulo","Nazaré Paulista","Estrada de terra para Piracaia",-46.3899993896484,-23.1800003051758,18850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira, flores amarelas",NA,"auto"
40,2018-10-26 14:59:21,"Cenargen","CEN","57521","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","K. S. Valdemarin",NA,NA,NA,NA,"G. L. Farias - Pau-Brasil","180",NA,1988,"04","26",NA,NA,NA,"Brasil","BA","PORTO SEGURO",NA,-39.0647010803223,-16.4496994018555,68835,NA,NA,NA,NA,NA,NA,"Exsicatas",1,NA,NA,NA,"Municipal. Doação do Banco Genético do Pau-Brasil (BA). N° reg. 375.","CEN00057521","auto"
41,2018-12-03 13:59:32,"F","F_BOTANY_BR","V0065270F","S","Plantae","Spermatophyta","Dicotyledoneae",NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,NA,NA,NA,NA,"Isosyntype","C. F. P. Martius","687",NA,1839,NA,NA,NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2018-12-03 13:59:32,"F","F_BOTANY_BR","V0065271F","S","Plantae","Spermatophyta","Dicotyledoneae",NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,NA,NA,NA,NA,"Isosyntype","C. F. P. Martius","687",NA,1839,NA,NA,NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2018-12-03 13:59:32,"F","F_BOTANY_BR",NA,"S","Plantae","Spermatophyta","Dicotyledoneae",NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,NA,NA,NA,NA,"Type [status unknown",NA,NA,NA,NA,NA,NA,NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2018-12-03 13:55:22,"F","F_BOTANY_BR",NA,"S","Plantae","Spermatophyta","Dicotyledoneae",NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia",NA,NA,NA,NA,NA,NA,"H. W. Schott",NA,NA,NA,NA,NA,NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2019-01-25 17:40:31,"IAC","IAC","19826","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.","H.F. Leitão Filho",1968,"03","27",NA,"H.M. Souza","s/nº",NA,1968,"03","22",NA,NA,NA,"Brasil","São Paulo","São Luís do Paraitinga",NA,-45.31,-23.2217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2018-12-13 15:26:00,"CEPLAC","CEPEC","88092","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","1564",NA,1998,"02","18",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso.RPPN Serra do Teimoso. Árvore 102.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003","<ll>dwc_commonname:</ll> Murta",NA,NA
